dcid,year,HivPeopleLivingWithHivFemalePeople
country/BRA,2021,340000.0
country/BRA,2022,340000.0
country/BGR,1998,500.0
country/BGR,2000,500.0
country/BGR,2001,500.0
country/BGR,2004,500.0
country/BGR,2016,1000.0
country/BGR,2017,1000.0
country/BGR,2018,1000.0
country/BGR,2019,1000.0
country/BGR,2020,1000.0
country/BFA,1995,83000.0
country/BFA,1998,84000.0
country/BFA,2006,72000.0
country/BFA,2010,68000.0
country/BFA,2011,67000.0
country/BFA,2016,65000.0
country/BFA,2017,65000.0
country/BFA,2018,64000.0
country/BFA,2019,63000.0
country/BFA,2022,61000.0
country/BDI,1990,65000.0
country/BDI,1998,74000.0
country/BDI,2005,58000.0
country/BDI,2009,55000.0
country/BDI,2010,54000.0
country/BDI,2018,49000.0
country/BDI,2019,49000.0
country/BDI,2020,49000.0
country/CPV,1993,500.0
country/CPV,1996,1000.0
country/CPV,1997,1000.0
country/CPV,2017,1500.0
country/CPV,2018,1600.0
country/KHM,1995,13000.0
country/KHM,1997,25000.0
country/KHM,1999,35000.0
country/KHM,2022,37000.0
country/CMR,1990,28000.0
country/CMR,2002,280000.0
country/CMR,2003,290000.0
country/CMR,2004,300000.0
country/CMR,2005,300000.0
country/CMR,2006,300000.0
country/CMR,2008,310000.0
country/CMR,2012,320000.0
country/CMR,2013,320000.0
country/CMR,2015,320000.0
country/CMR,2018,320000.0
country/CMR,2020,320000.0
country/CAN,1995,7600.0
country/CAN,1998,8200.0
country/CAN,2004,9800.0
country/CAN,2005,10000.0
country/CAN,2007,11000.0
country/CAN,2016,14000.0
country/CAN,2020,16000.0
country/CAF,1991,50000.0
country/CAF,1993,69000.0
country/CAF,1996,91000.0
country/CAF,2006,92000.0
country/CAF,2008,88000.0
country/CAF,2014,72000.0
country/CAF,2018,73000.0
country/CAF,2019,74000.0
country/TCD,1997,45000.0
country/TCD,1999,50000.0
country/TCD,2000,51000.0
country/TCD,2001,52000.0
country/TCD,2005,56000.0
country/TCD,2008,57000.0
country/TCD,2009,59000.0
country/TCD,2013,64000.0
country/TCD,2014,65000.0
country/TCD,2016,67000.0
country/TCD,2017,68000.0
country/TCD,2020,70000.0
country/TCD,2022,71000.0
country/CHL,1993,1000.0
country/CHL,2006,3900.0
country/CHL,2009,4900.0
country/CHL,2012,6300.0
country/CHL,2016,8600.0
country/CHL,2019,11000.0
country/CHL,2021,13000.0
country/COL,1990,6600.0
country/COL,1996,18000.0
country/COL,1998,21000.0
country/COL,2006,25000.0
country/COL,2010,27000.0
country/COL,2013,28000.0
country/COM,2001,100.0
country/COM,2006,100.0
country/COM,2008,100.0
country/COM,2009,100.0
country/COM,2014,100.0
country/COM,2015,100.0
country/COM,2016,100.0
country/COG,1990,31000.0
country/COG,2004,49000.0
country/COG,2009,56000.0
country/COG,2010,58000.0
country/COG,2013,63000.0
country/COG,2018,78000.0
country/CRI,1997,1000.0
country/CRI,2009,1700.0
country/CRI,2013,2100.0
country/CRI,2016,2300.0
country/CRI,2021,2500.0
country/CUB,1990,500.0
country/CUB,1997,500.0
country/CUB,2002,1400.0
country/CUB,2005,2400.0
country/CUB,2008,3500.0
country/CUB,2009,3900.0
country/CUB,2013,5200.0
country/CUB,2016,6300.0
country/CYP,1991,100.0
country/CYP,1994,100.0
country/CYP,1995,100.0
country/CYP,1997,100.0
country/CYP,2003,100.0
country/CYP,2004,100.0
country/CYP,2017,500.0
country/CZE,1990,100.0
country/CZE,1994,100.0
country/CZE,1996,100.0
country/CZE,2003,500.0
country/CZE,2010,500.0
country/CZE,2011,500.0
country/CZE,2013,500.0
country/CZE,2018,500.0
country/CZE,2019,500.0
country/CZE,2020,500.0
country/CIV,1991,230000.0
country/CIV,1994,350000.0
country/CIV,1997,420000.0
country/CIV,2002,410000.0
country/CIV,2004,380000.0
country/CIV,2011,310000.0
country/CIV,2022,270000.0
country/COD,1991,220000.0
country/COD,1999,340000.0
country/COD,2000,350000.0
country/COD,2002,340000.0
country/COD,2004,330000.0
country/COD,2005,330000.0
country/COD,2007,320000.0
country/COD,2019,300000.0
country/COD,2020,300000.0
country/COD,2022,300000.0
country/DNK,1990,500.0
country/DNK,1997,1000.0
country/DNK,2001,1100.0
country/DNK,2002,1100.0
country/DNK,2007,1300.0
country/DNK,2008,1400.0
country/DNK,2011,1500.0
country/DNK,2015,1600.0
country/DOM,1994,25000.0
country/DOM,2002,38000.0
country/DOM,2006,35000.0
country/DOM,2009,34000.0
country/DOM,2011,34000.0
country/DOM,2013,34000.0
country/DOM,2017,35000.0
country/DOM,2018,35000.0
country/DOM,2021,37000.0
country/ECU,1996,3500.0
country/ECU,2002,6400.0
country/ECU,2006,8100.0
country/ECU,2007,8600.0
country/ECU,2011,10000.0
country/ECU,2013,12000.0
country/EGY,1991,500.0
country/EGY,1995,500.0
country/EGY,1997,500.0
country/EGY,2007,1500.0
country/EGY,2011,2400.0
country/EGY,2012,2700.0
country/EGY,2018,4500.0
country/EGY,2022,6000.0
country/SLV,1992,1100.0
country/SLV,1995,2100.0
country/SLV,2000,3700.0
country/SLV,2006,5100.0
country/SLV,2008,5700.0
country/SLV,2015,7200.0
country/SLV,2022,7700.0
country/GNQ,1990,1300.0
country/GNQ,1995,4100.0
country/GNQ,2000,8500.0
country/GNQ,2007,17000.0
country/GNQ,2008,18000.0
country/GNQ,2013,26000.0
country/GNQ,2015,30000.0
country/GNQ,2017,34000.0
country/ERI,2000,11000.0
country/ERI,2001,11000.0
country/ERI,2014,8800.0
country/ERI,2016,8300.0
country/ERI,2020,7700.0
country/ERI,2022,7500.0
country/EST,1992,100.0
country/EST,1996,100.0
country/EST,1997,100.0
country/EST,1998,100.0
country/EST,2000,100.0
country/EST,2011,2400.0
country/EST,2012,2500.0
country/EST,2017,2800.0
country/EST,2020,2900.0
country/SWZ,1990,2400.0
country/SWZ,1991,5500.0
country/SWZ,1996,48000.0
country/SWZ,1997,57000.0
country/SWZ,1998,65000.0
country/SWZ,1999,72000.0
country/SWZ,2000,77000.0
country/SWZ,2001,83000.0
country/SWZ,2002,87000.0
country/SWZ,2007,110000.0
country/SWZ,2012,120000.0
country/SWZ,2022,140000.0
country/ETH,1991,270000.0
country/ETH,1992,330000.0
country/ETH,1995,460000.0
country/ETH,1996,480000.0
country/ETH,1999,500000.0
country/ETH,2000,490000.0
country/ETH,2002,470000.0
country/ETH,2010,390000.0
country/ETH,2014,390000.0
country/ETH,2018,380000.0
country/ETH,2021,370000.0
country/ETH,2022,370000.0
country/FJI,1990,100.0
country/FJI,1996,100.0
country/FJI,2000,100.0
country/FJI,2003,100.0
country/FJI,2005,500.0
country/FJI,2006,500.0
country/FJI,2008,500.0
country/FJI,2011,500.0
country/FJI,2015,500.0
country/FJI,2019,1000.0
country/FJI,2021,1000.0
country/FRA,1990,13000.0
country/FRA,1991,14000.0
country/FRA,1992,15000.0
country/FRA,1993,16000.0
country/FRA,1995,18000.0
country/FRA,2001,27000.0
country/FRA,2007,40000.0
country/FRA,2009,44000.0
country/FRA,2010,46000.0
country/FRA,2013,52000.0
country/GAB,1991,6100.0
country/GAB,1992,8000.0
country/GAB,1995,15000.0
country/GAB,1996,18000.0
country/GAB,2008,31000.0
country/GAB,2015,34000.0
country/GAB,2020,34000.0
country/GMB,1993,1400.0
country/GMB,2002,8800.0
country/GMB,2003,9500.0
country/GMB,2007,12000.0
country/GMB,2009,12000.0
country/GMB,2014,14000.0
country/GEO,1992,100.0
country/GEO,1997,100.0
country/GEO,1999,100.0
country/GEO,2000,100.0
country/GEO,2006,500.0
country/GEO,2007,1000.0
country/GEO,2009,1000.0
country/GEO,2011,1200.0
country/GEO,2012,1400.0
country/GEO,2013,1500.0
country/DEU,2014,14000.0
country/GHA,1992,97000.0
country/GHA,1995,140000.0
country/GHA,1999,180000.0
country/GHA,2003,190000.0
country/GHA,2005,190000.0
country/GHA,2006,190000.0
country/GHA,2012,190000.0
country/GHA,2017,210000.0
country/GHA,2019,220000.0
country/GRC,1997,1000.0
country/GRC,1999,1000.0
country/GRC,2000,1000.0
country/GRC,2003,1000.0
country/GRC,2004,1000.0
country/GRC,2006,1100.0
country/GRC,2022,2800.0
country/GRD,1993,100.0
country/GRD,1998,100.0
country/GRD,2002,100.0
country/GRD,2004,100.0
country/GRD,2007,100.0
country/GRD,2015,500.0
country/GRD,2022,500.0
country/GTM,1992,5200.0
country/GTM,1993,6400.0
country/GTM,2001,12000.0
country/GTM,2009,12000.0
country/GTM,2011,12000.0
country/GTM,2014,12000.0
country/GTM,2015,12000.0
country/GTM,2016,12000.0
country/GTM,2018,12000.0
country/GIN,1994,26000.0
country/GIN,1995,30000.0
country/GIN,1998,39000.0
country/GIN,2003,49000.0
country/GIN,2007,54000.0
country/GIN,2008,56000.0
country/GIN,2014,67000.0
country/GIN,2016,71000.0
country/GNB,1992,1300.0
country/GNB,1995,4200.0
country/GNB,2004,21000.0
country/GNB,2014,22000.0
country/GNB,2021,22000.0
country/GUY,1991,500.0
country/GUY,1992,500.0
country/GUY,1997,1100.0
country/GUY,1999,1500.0
country/GUY,2000,1700.0
country/GUY,2007,3000.0
country/GUY,2015,3900.0
country/GUY,2019,4500.0
country/HTI,1993,51000.0
country/HTI,2005,61000.0
country/HTI,2006,60000.0
country/HTI,2015,67000.0
country/HTI,2018,73000.0
country/HTI,2021,80000.0
country/HND,1991,6600.0
country/HND,1994,11000.0
country/HND,1995,12000.0
country/HND,1997,15000.0
country/HND,2002,15000.0
country/HND,2010,12000.0
country/HND,2011,11000.0
country/HND,2018,9100.0
country/HND,2021,8300.0
country/ISL,1992,100.0
country/ISL,1993,100.0
country/ISL,1996,100.0
country/ISL,2000,100.0
country/ISL,2002,100.0
country/ISL,2006,100.0
country/ISL,2010,100.0
country/ISL,2020,100.0
country/ISL,2022,100.0
country/IDN,1991,100.0
country/IDN,1993,500.0
country/IDN,1996,1900.0
country/IDN,1997,3100.0
country/IDN,2008,110000.0
country/IDN,2020,200000.0
country/IRN,1997,2700.0
country/IRN,1999,4100.0
country/IRN,2001,5700.0
country/IRN,2005,8800.0
country/IRN,2006,9400.0
country/IRN,2012,12000.0
country/IRN,2013,12000.0
country/IRN,2014,12000.0
country/IRN,2018,14000.0
country/IRN,2019,14000.0
country/IRN,2020,15000.0
country/IRQ,1990,100.0
country/IRQ,1991,100.0
country/IRQ,1999,500.0
country/IRQ,2007,500.0
country/IRQ,2009,1000.0
country/IRQ,2015,1000.0
country/IRQ,2018,1000.0
country/IRQ,2020,1300.0
country/IRQ,2021,1500.0
country/IRQ,2022,1700.0
country/IRL,2010,1600.0
country/IRL,2015,2000.0
country/IRL,2020,2200.0
country/ITA,1991,14000.0
country/ITA,1998,17000.0
country/ITA,2002,21000.0
country/ITA,2005,25000.0
country/ITA,2006,26000.0
country/ITA,2011,32000.0
country/ITA,2012,33000.0
country/ITA,2014,35000.0
country/ITA,2016,36000.0
country/ITA,2017,37000.0
country/ITA,2018,37000.0
country/ITA,2020,38000.0
country/JAM,1994,9800.0
country/JAM,2003,11000.0
country/JAM,2005,11000.0
country/JAM,2009,12000.0
country/JAM,2012,13000.0
country/JAM,2014,13000.0
country/JAM,2016,14000.0
country/JAM,2022,15000.0
country/JOR,1997,100.0
country/JOR,1998,100.0
country/JOR,2002,100.0
country/JOR,2004,100.0
country/JOR,2013,100.0
country/JOR,2015,100.0
country/JOR,2016,500.0
country/KEN,1995,860000.0
country/KEN,2003,910000.0
country/KEN,2004,890000.0
country/KEN,2005,870000.0
country/KEN,2006,860000.0
country/KEN,2007,850000.0
country/KEN,2011,840000.0
country/KEN,2015,870000.0
country/KEN,2019,890000.0
country/KWT,1998,100.0
country/KWT,2000,100.0
country/KWT,2001,100.0
country/KWT,2014,500.0
country/KWT,2015,500.0
country/KWT,2018,500.0
country/KWT,2020,500.0
country/KGZ,1995,100.0
country/KGZ,2000,100.0
country/KGZ,2009,1400.0
country/KGZ,2011,1800.0
country/KGZ,2015,2900.0
country/KGZ,2017,3400.0
country/KGZ,2018,3700.0
country/LAO,1991,100.0
country/LAO,1995,500.0
country/LAO,1999,1000.0
country/LAO,2001,1100.0
country/LAO,2005,2300.0
country/LAO,2009,3600.0
country/LAO,2010,3900.0
country/LAO,2017,5900.0
country/LAO,2020,6500.0
country/LVA,1995,500.0
country/LVA,1997,1000.0
country/LVA,2001,1200.0
country/LVA,2003,1300.0
country/LVA,2004,1400.0
country/LBN,1994,500.0
country/LBN,2000,500.0
country/LBN,2010,500.0
country/LBN,2018,500.0
country/LBN,2022,500.0
country/LSO,1990,11000.0
country/LSO,2000,130000.0
country/LSO,2003,150000.0
country/LSO,2006,150000.0
country/LSO,2007,160000.0
country/LSO,2008,160000.0
country/LSO,2012,170000.0
country/LSO,2013,170000.0
country/LSO,2014,180000.0
country/LBR,1991,8700.0
country/LBR,1997,19000.0
country/LBR,2000,22000.0
country/LBR,2005,23000.0
country/LBR,2009,23000.0
country/LBR,2012,23000.0
country/LBR,2014,23000.0
country/LBR,2017,21000.0
country/LBR,2018,21000.0
country/LBY,1997,500.0
country/LBY,1998,500.0
country/LBY,2004,1000.0
country/LBY,2006,1100.0
country/LBY,2008,1400.0
country/LBY,2019,2700.0
country/LTU,1990,100.0
country/LTU,2003,500.0
country/LTU,2004,500.0
country/LTU,2007,500.0
country/LTU,2013,1000.0
country/LTU,2017,1000.0
country/LTU,2020,1000.0
country/LTU,2022,1000.0
country/LUX,2002,500.0
country/LUX,2004,500.0
country/LUX,2007,500.0
country/LUX,2008,500.0
country/LUX,2010,500.0
country/LUX,2015,500.0
country/MDG,1997,500.0
country/MDG,1998,1000.0
country/MDG,2011,13000.0
country/MDG,2019,37000.0
country/MWI,1995,440000.0
country/MWI,1996,470000.0
country/MWI,1998,510000.0
country/MWI,2000,530000.0
country/MWI,2001,530000.0
country/MWI,2006,510000.0
country/MWI,2014,580000.0
country/MWI,2020,620000.0
country/MWI,2022,620000.0
country/MYS,1990,1000.0
country/MYS,1997,4700.0
country/MYS,2001,6700.0
country/MYS,2004,8200.0
country/MYS,2014,14000.0
country/MYS,2019,17000.0
country/MDV,2002,100.0
country/MDV,2006,100.0
country/MDV,2008,100.0
country/MDV,2009,100.0
country/MDV,2017,100.0
country/MDV,2020,100.0
country/MLI,1992,37000.0
country/MLI,1999,62000.0
country/MLI,2003,65000.0
country/MLI,2006,66000.0
country/MLI,2007,67000.0
country/MLI,2009,69000.0
country/MLI,2013,71000.0
country/MLI,2019,74000.0
country/MLT,1992,100.0
country/MLT,1995,100.0
country/MLT,1999,100.0
country/MLT,2006,100.0
country/MLT,2013,500.0
country/MLT,2014,500.0
country/MLT,2017,500.0
country/MLT,2019,500.0
country/MRT,1992,1100.0
country/MRT,2000,3600.0
country/MRT,2001,3800.0
country/MRT,2003,4200.0
country/MRT,2004,4300.0
country/MRT,2006,4500.0
country/MRT,2009,4600.0
country/MRT,2014,4200.0
country/MRT,2020,4100.0
country/MRT,2021,4100.0
country/MEX,1993,15000.0
country/MEX,1995,18000.0
country/MEX,2003,30000.0
country/MEX,2007,38000.0
country/MEX,2010,44000.0
country/MNG,1990,100.0
country/MNG,1992,100.0
country/MNG,1998,100.0
country/MNG,1999,100.0
country/MNG,2004,100.0
country/MNG,2005,100.0
country/MNG,2007,100.0
country/MNG,2013,100.0
country/MNG,2018,500.0
country/MNG,2019,500.0
country/MNG,2021,500.0
country/MNE,1992,100.0
country/MNE,1998,100.0
country/MNE,2000,100.0
country/MNE,2011,100.0
country/MNE,2014,100.0
country/MNE,2019,100.0
country/MAR,1991,1900.0
country/MAR,1999,4600.0
country/MAR,2001,5500.0
country/MAR,2002,5900.0
country/MAR,2005,7200.0
country/MAR,2010,8600.0
country/MAR,2014,9100.0
country/MAR,2015,9200.0
country/MAR,2020,9500.0
country/MAR,2021,9600.0
country/MOZ,1996,300000.0
country/MOZ,1997,360000.0
country/MOZ,2007,830000.0
country/MOZ,2016,1300000.0
country/LBN,2002,500.0
country/LBN,2005,500.0
country/LBN,2006,500.0
country/LBN,2013,500.0
country/LBN,2014,500.0
country/LBN,2015,500.0
country/LBN,2021,500.0
country/LSO,1997,110000.0
country/LSO,1998,120000.0
country/LSO,2002,140000.0
country/LSO,2005,150000.0
country/LSO,2011,170000.0
country/LSO,2016,180000.0
country/LSO,2020,170000.0
country/LBR,1993,13000.0
country/LBR,1994,13000.0
country/LBR,1995,15000.0
country/LBR,1999,22000.0
country/LBR,2002,23000.0
country/LBR,2003,22000.0
country/LBR,2004,22000.0
country/LBR,2006,23000.0
country/LBR,2013,23000.0
country/LBR,2015,22000.0
country/LBR,2019,21000.0
country/LBR,2021,22000.0
country/LBY,1992,100.0
country/LBY,1993,100.0
country/LBY,2000,500.0
country/LBY,2001,500.0
country/LBY,2002,1000.0
country/LBY,2012,1800.0
country/LBY,2013,1900.0
country/LBY,2018,2600.0
country/LTU,1993,100.0
country/LTU,1994,100.0
country/LTU,1995,100.0
country/LTU,1996,100.0
country/LTU,1998,500.0
country/LTU,1999,500.0
country/LTU,2002,500.0
country/LTU,2005,500.0
country/LTU,2006,500.0
country/LTU,2009,500.0
country/LTU,2011,500.0
country/LTU,2016,1000.0
country/LTU,2018,1000.0
country/LUX,1990,100.0
country/LUX,1994,100.0
country/LUX,1998,100.0
country/LUX,1999,100.0
country/LUX,2000,100.0
country/LUX,2013,500.0
country/LUX,2016,500.0
country/LUX,2017,500.0
country/LUX,2021,500.0
country/MDG,1990,100.0
country/MDG,1991,100.0
country/MDG,1996,500.0
country/MDG,2008,7800.0
country/MDG,2013,18000.0
country/MDG,2014,21000.0
country/MDG,2018,33000.0
country/MWI,1999,520000.0
country/MWI,2002,530000.0
country/MOZ,2018,1400000.0
country/MOZ,2019,1400000.0
country/MMR,1997,25000.0
country/MMR,1999,37000.0
country/MMR,2000,45000.0
country/MMR,2007,86000.0
country/MMR,2008,90000.0
country/MMR,2014,110000.0
country/MMR,2015,110000.0
country/MMR,2018,110000.0
country/NAM,1994,38000.0
country/NAM,1996,58000.0
country/NAM,1997,68000.0
country/NAM,1999,83000.0
country/NAM,2002,96000.0
country/NAM,2005,100000.0
country/NAM,2008,110000.0
country/NAM,2011,120000.0
country/NAM,2013,120000.0
country/NAM,2014,120000.0
country/NAM,2017,130000.0
country/NAM,2022,140000.0
country/NPL,1997,1000.0
country/NPL,2002,5300.0
country/NPL,2008,11000.0
country/NPL,2018,13000.0
country/NPL,2019,13000.0
country/NPL,2022,13000.0
country/NLD,1994,1400.0
country/NLD,1998,1700.0
country/NLD,2001,2100.0
country/NLD,2003,2400.0
country/NLD,2005,2800.0
country/NLD,2007,3100.0
country/NLD,2009,3400.0
country/NLD,2011,3700.0
country/NLD,2013,4000.0
country/NLD,2016,4300.0
country/NZL,1996,500.0
country/NZL,2000,500.0
country/NZL,2003,500.0
country/NZL,2005,500.0
country/NZL,2009,500.0
country/NZL,2010,500.0
country/NZL,2017,1000.0
country/NZL,2019,1000.0
country/NIC,1991,500.0
country/NIC,1992,500.0
country/NIC,1997,1100.0
country/NIC,1998,1200.0
country/NIC,2011,3000.0
country/NIC,2012,3200.0
country/NIC,2019,3800.0
country/NER,1992,8000.0
country/NER,1997,21000.0
country/NER,2002,25000.0
country/NER,2013,18000.0
country/NER,2015,18000.0
country/NER,2019,19000.0
country/OMN,1992,500.0
country/OMN,2001,500.0
country/OMN,2005,500.0
country/OMN,2006,500.0
country/OMN,2010,500.0
country/MWI,2007,500000.0
country/MWI,2009,520000.0
country/MWI,2011,540000.0
country/MWI,2013,560000.0
country/MWI,2015,590000.0
country/MWI,2018,610000.0
country/MYS,1991,1200.0
country/MYS,1992,1700.0
country/MYS,1993,2300.0
country/MYS,1996,4100.0
country/MYS,2007,10000.0
country/MYS,2009,11000.0
country/MYS,2010,12000.0
country/MYS,2012,13000.0
country/MYS,2013,14000.0
country/MYS,2022,17000.0
country/MDV,1990,100.0
country/MDV,1993,100.0
country/MDV,1994,100.0
country/MDV,1999,100.0
country/MDV,2003,100.0
country/MDV,2010,100.0
country/MDV,2012,100.0
country/MDV,2019,100.0
country/MDV,2021,100.0
country/MLI,1990,27000.0
country/MLI,1993,43000.0
country/MLI,1994,47000.0
country/MLI,1995,51000.0
country/MLI,1998,60000.0
country/MLI,2012,71000.0
country/MLI,2015,72000.0
country/MLT,1990,100.0
country/MLT,1994,100.0
country/MLT,2002,100.0
country/MLT,2011,100.0
country/MLT,2016,500.0
country/MLT,2018,500.0
country/MRT,1990,1000.0
country/MRT,1993,1400.0
country/MRT,1998,3000.0
country/MRT,2007,4500.0
country/MRT,2011,4500.0
country/MRT,2012,4400.0
country/MRT,2013,4300.0
country/MRT,2016,4100.0
country/MRT,2018,4000.0
country/MEX,2001,27000.0
country/MEX,2004,32000.0
country/MEX,2005,34000.0
country/MEX,2012,48000.0
country/MEX,2022,73000.0
country/MNG,2001,100.0
country/MNG,2002,100.0
country/MNG,2008,100.0
country/MNG,2011,100.0
country/MNG,2012,100.0
country/MNG,2015,100.0
country/MNG,2020,500.0
country/MNE,1997,100.0
country/MNE,1999,100.0
country/MNE,2003,100.0
country/MNE,2004,100.0
country/MNE,2010,100.0
country/OMN,2015,1000.0
country/OMN,2017,1000.0
country/PAK,1998,100.0
country/PAK,2000,500.0
country/PAK,2001,500.0
country/PAK,2002,500.0
country/PAK,2005,1200.0
country/PAK,2006,1900.0
country/PAK,2013,18000.0
country/PAK,2016,28000.0
country/PAK,2018,35000.0
country/PAK,2021,48000.0
country/PAN,1993,1400.0
country/PAN,1994,1600.0
country/PAN,2000,2900.0
country/PAN,2009,5000.0
country/PAN,2010,5200.0
country/PAN,2013,5900.0
country/PAN,2015,6400.0
country/PAN,2017,6900.0
country/PAN,2018,7200.0
country/PAN,2020,7600.0
country/PAN,2021,7700.0
country/PNG,1997,3400.0
country/PNG,1998,4400.0
country/PNG,2000,7000.0
country/PNG,2022,44000.0
country/PRY,1996,1000.0
country/PRY,1999,1200.0
country/PRY,2001,1500.0
country/PRY,2004,2000.0
country/PRY,2005,2100.0
country/PRY,2013,4200.0
country/PER,1992,9700.0
country/PER,2001,17000.0
country/PER,2002,17000.0
country/PER,2004,16000.0
country/PER,2009,16000.0
country/PER,2010,16000.0
country/PER,2018,21000.0
country/PER,2020,23000.0
country/PER,2021,25000.0
country/PHL,1997,500.0
country/PHL,2000,500.0
country/PHL,2008,1000.0
country/PHL,2009,1000.0
country/PHL,2011,1400.0
country/PHL,2013,2200.0
country/PHL,2018,5800.0
country/PHL,2021,9600.0
country/PHL,2022,11000.0
country/POL,1992,500.0
country/POL,1994,500.0
country/POL,1997,1000.0
country/POL,1999,1300.0
country/POL,2001,1600.0
country/POL,2009,2500.0
country/POL,2014,3000.0
country/POL,2015,3100.0
country/PRT,1994,6400.0
country/PRT,1996,7400.0
country/PRT,1997,7800.0
country/PRT,2003,9800.0
country/PRT,2019,14000.0
country/MNE,2015,100.0
country/MAR,2012,8900.0
country/MAR,2019,9500.0
country/MAR,2022,9600.0
country/MOZ,1992,120000.0
country/MOZ,1994,200000.0
country/MOZ,2000,530000.0
country/MOZ,2002,640000.0
country/MOZ,2003,680000.0
country/MOZ,2006,800000.0
country/MOZ,2008,870000.0
country/MOZ,2011,1000000.0
country/MOZ,2012,1100000.0
country/MOZ,2013,1100000.0
country/MOZ,2015,1200000.0
country/MOZ,2022,1500000.0
country/MMR,1990,1600.0
country/MMR,1993,8400.0
country/MMR,1998,31000.0
country/MMR,2002,59000.0
country/MMR,2003,66000.0
country/MMR,2004,72000.0
country/MMR,2005,77000.0
country/MMR,2006,82000.0
country/MMR,2012,100000.0
country/MMR,2013,100000.0
country/MMR,2019,110000.0
country/MMR,2020,110000.0
country/MMR,2022,120000.0
country/NAM,1991,15000.0
country/NAM,1995,48000.0
country/NAM,1998,76000.0
country/NAM,2001,93000.0
country/NAM,2018,130000.0
country/NAM,2020,140000.0
country/NAM,2021,140000.0
country/NPL,1991,100.0
country/NPL,1996,500.0
country/NPL,2006,9200.0
country/NPL,2007,9900.0
country/NPL,2016,13000.0
country/NLD,1990,1300.0
country/NLD,1992,1300.0
country/NLD,2000,2000.0
country/NLD,2002,2300.0
country/NLD,2008,3300.0
country/NLD,2017,4400.0
country/NZL,1991,500.0
country/NZL,1992,500.0
country/NZL,1993,500.0
country/NZL,1994,500.0
country/NZL,1997,500.0
country/NZL,1999,500.0
country/NZL,2018,1000.0
country/NZL,2021,1000.0
country/NZL,2022,1000.0
country/NIC,2000,1500.0
country/NIC,2005,2300.0
country/NIC,2007,2500.0
country/NIC,2009,2800.0
country/NIC,2013,3300.0
country/NIC,2014,3400.0
country/NIC,2017,3700.0
country/NIC,2021,4000.0
country/PRT,2022,14000.0
country/QAT,2003,100.0
country/QAT,2006,100.0
country/MDA,1992,100.0
country/MDA,2003,3000.0
country/MDA,2012,4400.0
country/MDA,2017,5200.0
country/ROU,1995,4200.0
country/ROU,1996,4300.0
country/ROU,1997,4400.0
country/ROU,2011,7300.0
country/ROU,2012,7300.0
country/ROU,2015,7300.0
country/ROU,2017,7400.0
country/ROU,2019,7500.0
country/RWA,1994,72000.0
country/RWA,1995,85000.0
country/RWA,1997,120000.0
country/RWA,2001,130000.0
country/RWA,2002,130000.0
country/RWA,2005,130000.0
country/RWA,2006,130000.0
country/RWA,2015,150000.0
country/RWA,2016,150000.0
country/KNA,1991,100.0
country/KNA,1992,100.0
country/KNA,1996,100.0
country/KNA,2000,100.0
country/KNA,2002,100.0
country/KNA,2003,100.0
country/KNA,2019,100.0
country/STP,1990,1000.0
country/STP,1991,1000.0
country/STP,1996,1300.0
country/STP,1997,1300.0
country/STP,1999,1300.0
country/STP,2002,1200.0
country/STP,2005,1100.0
country/STP,2009,1000.0
country/STP,2013,1000.0
country/STP,2016,1000.0
country/STP,2020,1000.0
country/SAU,1991,1400.0
country/SAU,1993,1700.0
country/SAU,1998,2500.0
country/SAU,2000,2600.0
country/SAU,2012,1800.0
country/SAU,2016,1500.0
country/SAU,2019,1500.0
country/SAU,2020,1500.0
country/SEN,1993,5300.0
country/SEN,1994,6600.0
country/SEN,1995,8200.0
country/SEN,1997,12000.0
country/SEN,2003,22000.0
country/SEN,2005,22000.0
country/SEN,2014,24000.0
country/SEN,2018,24000.0
country/SEN,2022,24000.0
country/SRB,2000,500.0
country/SRB,2006,500.0
country/SRB,2009,500.0
country/SRB,2010,500.0
country/SRB,2011,500.0
country/NIC,2022,4000.0
country/NER,1990,4300.0
country/NER,1991,6000.0
country/NER,1995,16000.0
country/NER,1999,24000.0
country/NER,2000,25000.0
country/NER,2005,22000.0
country/NER,2008,20000.0
country/NER,2014,18000.0
country/OMN,1990,500.0
country/OMN,1995,500.0
country/OMN,1999,500.0
country/OMN,2003,500.0
country/OMN,2004,500.0
country/OMN,2007,500.0
country/OMN,2008,500.0
country/OMN,2009,500.0
country/OMN,2012,500.0
country/OMN,2016,1000.0
country/OMN,2022,1000.0
country/PAK,1990,100.0
country/PAK,1992,100.0
country/PAK,1993,100.0
country/PAK,1995,100.0
country/PAK,2004,1000.0
country/PAK,2015,25000.0
country/PAK,2019,40000.0
country/PAK,2022,52000.0
country/PAN,1990,1000.0
country/PAN,1996,2100.0
country/PAN,2002,3400.0
country/PAN,2003,3600.0
country/PAN,2008,4800.0
country/PAN,2011,5500.0
country/PAN,2012,5700.0
country/PAN,2019,7400.0
country/PNG,1991,500.0
country/PNG,1992,1000.0
country/PNG,1993,1000.0
country/PNG,1996,2600.0
country/PNG,1999,5600.0
country/PNG,2003,12000.0
country/PNG,2004,13000.0
country/PNG,2009,19000.0
country/PNG,2010,20000.0
country/PNG,2016,28000.0
country/PNG,2019,34000.0
country/PRY,1992,100.0
country/PRY,1993,100.0
country/PRY,1994,500.0
country/PRY,2000,1400.0
country/PRY,2003,1800.0
