sentence,dcid
allow each country to develop its own policies for poverty eradication and sustainable development,dc/topic/sdg_17.15
allow least developed countries to sell their goods in the us without paying taxes or having to meet certain requirements,dc/topic/sdg_17.12
allow small-scale artisanal fishers to access marine resources and markets,dc/topic/sdg_14.b
"amounts of money given to developing countries by donor countries, broken down by type of flow (eg official development assistance, foreign direct investment, and other flows)",dc/topic/sdg_10.b.1
"amounts of money given to developing countries by donor countries, categorized by type of flow (eg official development assistance, foreign direct investment, and other flows)",dc/topic/sdg_10.b.1
an excellent education,dc/topic/sdg_4
"and (b) integration of biodiversity into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting",dc/topic/sdg_15.9.1
and (b) plastic debris density,dc/topic/sdg_14.1.1
"and (b) proportion of hazardous waste treated, by type of treatment",dc/topic/sdg_12.4.2
and (b) revenue generated and finance mobilized from biodiversity-relevant economic instruments,dc/topic/sdg_15.a.1;dc/topic/sdg_15.b.1
"and (b) share of women among owners or rights-bearers of agricultural land, by type of tenure",dc/topic/sdg_5.a.1
"and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex",dc/topic/sdg_4.1.1
and (c) increase local fiscal space,dc/topic/sdg_11.a.1
and (c) increase local fiscal space?,dc/topic/sdg_11.a.1
"and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups",dc/topic/sdg_16.7.1
"and (c) the judiciary, who are of different sexes, ages, have disabilities, or belong to different population groups",dc/topic/sdg_16.7.1
and (d) student assessment,dc/topic/sdg_12.8.1;dc/topic/sdg_13.3.1;dc/topic/sdg_4.7.1
annual greenhouse gas emissions,dc/topic/sdg_13.2.2
"are there laws and regulations in place to promote, enforce, and monitor equality and non-discrimination on the basis of sex?",dc/topic/sdg_5.1.1
"are there laws in place to promote, enforce, and monitor equality and non-discrimination on the basis of sex?",dc/topic/sdg_5.1.1
are there legal frameworks in place to ensure equality and non-discrimination on the basis of sex?,dc/topic/sdg_5.1.1
"are there legal mechanisms in place to promote, enforce, and monitor equality and non-discrimination on the basis of sex?",dc/topic/sdg_5.1.1
assist developing countries in building up their scientific and technological infrastructure so they can move towards more sustainable lifestyles,dc/topic/sdg_12.a
"augment the capability of domestic financial institutions to back and widen access to banking, insurance, and financial services for all",dc/topic/sdg_8.10
below water,dc/topic/sdg_14
"boost economic productivity by diversifying, upgrading technology, and innovating, especially in high-value added and labor-intensive sectors",dc/topic/sdg_8.2
"boost international support for developing countries to build their capacity to implement the sustainable development goals, including through cooperation between developed and developing countries, as well as between developing countries themselves",dc/topic/sdg_17.9
"boost scientific research and technological innovation in all countries, especially developing countries this includes increasing the number of research and development workers per 1 million people, as well as public and private research and development spending",dc/topic/sdg_9.5
"boost the capacity of domestic financial institutions to support and extend access to banking, insurance, and financial services for everyone",dc/topic/sdg_8.10
"boost trade-related assistance to developing countries, especially the least developed, through the enhanced integrated framework",dc/topic/sdg_8.a
"build and upgrade schools that are safe, non-violent, inclusive, and effective for all students, regardless of their age, disability, or gender",dc/topic/sdg_4.a
"build effective, accountable, and transparent institutions at all levels",dc/topic/sdg_16.6
"build strong, reliable, and sustainable infrastructure to support economic growth and human development, with a focus on affordable and equitable access for all",dc/topic/sdg_9.1
"build stronger connections between urban, peri-urban, and rural areas by improving national and regional development planning",dc/topic/sdg_11.a
build the capacity of all countries to cope with climate-related hazards and natural disasters,dc/topic/sdg_13.1
"by 2020, 10% of coastal and marine areas should be conserved, in accordance with national and international law and the best available scientific information",dc/topic/sdg_14.5
"by 2020, 10% of coastal and marine areas should be maintained, in accordance with national and international law and the best available scientific information",dc/topic/sdg_14.5
"by 2020, at least 10% of coastal and marine areas should be preserved, in line with national and international law and the best available scientific evidence",dc/topic/sdg_14.5
"by 2020, at least 10% of coastal and marine areas should be protected, according to national and international law and the best available scientific evidence",dc/topic/sdg_14.5
"by 2020, create and implement a global strategy for youth employment and put the global jobs pact of the international labour organization into action",dc/topic/sdg_8.b
"by 2020, create and implement a global strategy to get young people employed and put the global jobs pact of the international labour organization into practice",dc/topic/sdg_8.b
"by 2020, develop and implement a global plan to get young people jobs and put the global jobs pact of the international labour organization into effect",dc/topic/sdg_8.b
"by 2020, develop and implement a global plan to get young people working and put the global jobs pact of the international labour organization into force",dc/topic/sdg_8.b
"by 2020, ensure that ecosystem and biodiversity values are considered in national and local planning, development processes, poverty reduction strategies and accounts",dc/topic/sdg_15.9
"by 2020, get more young people into jobs, school, or training",dc/topic/sdg_8.6
"by 2020, help developing countries to build their capacity to collect and use data this data should be high-quality, timely, and reliable, and it should be broken down by income, gender, age, race, ethnicity, migratory status, disability, geographic location, and other characteristics that are relevant in each country",dc/topic/sdg_17.18
"by 2020, help developing countries, including least developed countries and small island developing states, to collect more data that is high-quality, timely, and reliable this data should be broken down by income, gender, age, race, ethnicity, migratory status, disability, geographic location, and other characteristics that are relevant in each country",dc/topic/sdg_17.18
"by 2020, implement measures to prevent the introduction and significantly reduce the impact of invasive alien species on land and water ecosystems, and control or eradicate the priority species",dc/topic/sdg_15.8
"by 2020, increase the number of young people who are contributing to society",dc/topic/sdg_8.6
"by 2020, make every effort to incorporate ecosystem and biodiversity values into national and local planning, development processes, poverty reduction strategies and accounts",dc/topic/sdg_15.9
"by 2020, make it a priority to include ecosystem and biodiversity values in national and local planning, development processes, poverty reduction strategies and accounts",dc/topic/sdg_15.9
"by 2020, make sure more young people are engaged in productive activities",dc/topic/sdg_8.6
"by 2020, make sure that ecosystem and biodiversity values are taken into account in national and local planning, development processes, poverty reduction strategies and accounts",dc/topic/sdg_15.9
"by 2020, make sure that forests, wetlands, mountains, and drylands are conserved, restored, and used in a sustainable way, in line with obligations under international agreements",dc/topic/sdg_15.1
"by 2020, make sure that more cities and human settlements are adopting and implementing integrated policies and plans that focus on inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and holistic disaster risk management at all levels",dc/topic/sdg_11.b
"by 2020, make sure that more cities and human settlements are taking steps to become more sustainable and resilient to climate change and other disasters",dc/topic/sdg_11.b
"by 2020, make sure that more cities and human settlements are working to implement the sendai framework for disaster risk reduction 2015-2030",dc/topic/sdg_11.b
"by 2020, make sure that more cities and human settlements are working together to reduce their risk of disaster and improve their ability to recover from disasters",dc/topic/sdg_11.b
"by 2020, make sure that the obligations under international agreements are met in terms of the conservation, restoration, and sustainable use of terrestrial and inland freshwater ecosystems and their services",dc/topic/sdg_15.1
"by 2020, make sure that the services provided by terrestrial and inland freshwater ecosystems are conserved, restored, and used in a sustainable way, in line with obligations under international agreements",dc/topic/sdg_15.1
"by 2020, make sure that the services provided by terrestrial and inland freshwater ecosystems are protected, restored, and used in a sustainable way",dc/topic/sdg_15.1
"by 2020, put in place measures to prevent invasive alien species from coming in and having a big impact on land and water ecosystems, and control or get rid of the most important ones",dc/topic/sdg_15.8
"by 2020, reduce the number of young people who are not working, studying, or training",dc/topic/sdg_8.6
"by 2020, support developing countries to improve their ability to collect and use data this data should be high-quality, timely, and reliable, and it should be broken down by income, gender, age, race, ethnicity, migratory status, disability, geographic location, and other characteristics that are relevant in each country",dc/topic/sdg_17.18
"by 2020, support developing countries to improve their data collection and use capabilities this data should be high-quality, timely, and reliable, and it should be broken down by income, gender, age, race, ethnicity, migratory status, disability, geographic location, and other characteristics that are relevant in each country",dc/topic/sdg_17.18
"by 2020, take action to stop invasive alien species from entering and having a significant impact on land and water ecosystems, and control or eradicate the priority species",dc/topic/sdg_15.8
"by 2020, take steps to stop invasive alien species from entering and harming land and water ecosystems, and get rid of the most harmful ones",dc/topic/sdg_15.8
"by 2020, we must manage chemicals and wastes in a way that protects the environment and human health",dc/topic/sdg_12.4
"by 2020, we need to make sure that seeds, plants, animals, and their wild relatives are still around we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly",dc/topic/sdg_2.5
"by 2020, we need to protect and restore water-related ecosystems, such as mountains, forests, wetlands, rivers, aquifers, and lakes",dc/topic/sdg_6.6
"by 2020, we need to regulate fishing and stop overfishing, illegal, unreported and unregulated fishing, and destructive fishing practices we also need to implement science-based management plans to restore fish stocks as quickly as possible, at least to levels that can produce maximum sustainable yield",dc/topic/sdg_14.4
"by 2020, we need to take care of our oceans and coasts so they can stay healthy and productive",dc/topic/sdg_14.2
"by 2020, we should make sure that all forests are managed in a sustainable way, stop deforestation, restore degraded forests, and plant more trees",dc/topic/sdg_15.2
"by 2020, we should promote the sustainable management of all types of forests, stop deforestation, restore degraded forests, and substantially increase afforestation and reforestation globally",dc/topic/sdg_15.2
"by 2020, we should stop giving money to fishermen who catch too many fish, stop giving money to fishermen who catch fish illegally, and stop giving money to fishermen who catch fish that aren't on the endangered species list we should also make sure that developing countries have a fair chance to compete in the fishing industry",dc/topic/sdg_14.6
"by 2020, we should take steps to make sure that all forests are managed in a way that benefits people and the planet, stop deforestation, restore degraded forests, and plant more trees",dc/topic/sdg_15.2
"by 2020, we should work to ensure that all forests are managed in a way that protects the environment and the people who depend on them, stop deforestation, restore degraded forests, and plant more trees",dc/topic/sdg_15.2
"by 2030, all girls and boys should have access to quality early childhood development, care, and pre-primary education so that they are ready for primary school",dc/topic/sdg_4.2
"by 2030, cut premature deaths from non-communicable diseases by one-third through prevention and treatment, and promote mental health and well-being",dc/topic/sdg_3.4
"by 2030, cut the number of deaths and people affected by disasters, including water-related disasters, by a significant amount also, reduce the direct economic losses from disasters relative to global gdp by a significant amount focus on protecting the poor and people in vulnerable situations",dc/topic/sdg_11.5
"by 2030, develop a more comprehensive and inclusive measure of progress that takes into account social, environmental, and economic factors",dc/topic/sdg_17.19
"by 2030, develop and improve the infrastructure and technology needed to provide modern and sustainable energy services to everyone in developing countries, especially the least developed countries, small island developing states, and landlocked developing countries",dc/topic/sdg_7.b
"by 2030, develop new ways to measure progress towards sustainable development that complement gross domestic product",dc/topic/sdg_17.19
"by 2030, double the amount of food produced by small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, by providing them with the resources and support they need to be successful",dc/topic/sdg_2.3
"by 2030, ensure that all young people and a significant number of adults, both men and women, can read and write and do basic math",dc/topic/sdg_4.6
"by 2030, ensure that all young people and a significant number of adults, both men and women, have the knowledge and skills they need to participate fully in society",dc/topic/sdg_4.6
"by 2030, ensure that everyone, especially the poor and vulnerable, has equal rights to economic resources and access to basic services, land, property, inheritance, natural resources, new technology, and financial services, including microfinance",dc/topic/sdg_1.4
"by 2030, ensure that small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, are able to earn a fair living from their work",dc/topic/sdg_2.3
"by 2030, everyone should be able to get around safely, affordably, and easily this means making sure that roads are safe, public transportation is available, and that the needs of people in vulnerable situations are met",dc/topic/sdg_11.2
"by 2030, everyone should be able to get the sexual and reproductive health care they need, including family planning, information, and education reproductive health should also be a priority in national strategies and programs",dc/topic/sdg_3.7
"by 2030, everyone should be able to use green and public spaces without fear of harm or discrimination",dc/topic/sdg_11.7
"by 2030, everyone should have access to safe and hygienic sanitation and hygiene, and open defecation should be a thing of the past this is especially important for women and girls, and those in vulnerable situations",dc/topic/sdg_6.2
"by 2030, everyone should have access to safe, affordable, accessible, and sustainable transportation this includes improving road safety, especially by expanding public transportation, and paying special attention to the needs of those in vulnerable situations, such as women, children, people with disabilities, and older people",dc/topic/sdg_11.2
"by 2030, everyone should have access to safe, inclusive, and accessible green and public spaces, especially women, children, older people, and people with disabilities",dc/topic/sdg_11.7
"by 2030, everyone should have access to sexual and reproductive health care, including family planning, information, and education reproductive health should also be a focus of national strategies and programs",dc/topic/sdg_3.7
"by 2030, everyone should have access to sexual and reproductive health care, including family planning, information, and education reproductive health should also be a part of national strategies and programs",dc/topic/sdg_3.7
"by 2030, everyone should have the same opportunities, regardless of their age, gender, disability, race, ethnicity, origin, religion, or economic status",dc/topic/sdg_10.2
"by 2030, everyone, especially the poor and those in vulnerable situations, including infants, should have access to safe, nutritious and sufficient food all year round",dc/topic/sdg_2.1
"by 2030, everyone, especially the poor and vulnerable, should have equal rights to economic resources and access to basic services, land, property, inheritance, natural resources, new technology, and financial services, including microfinance",dc/topic/sdg_1.4
"by 2030, green and public spaces should be available to everyone, regardless of their gender, age, or disability",dc/topic/sdg_11.7
"by 2030, green and public spaces should be designed to be safe, inclusive, and accessible for everyone",dc/topic/sdg_11.7
"by 2030, help developing countries build the capacity to manage their own water and sanitation resources",dc/topic/sdg_6.a
"by 2030, help small island developing states and least developed countries make more money from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way",dc/topic/sdg_14.7
"by 2030, help small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, to increase their productivity and incomes, and to have access to the resources and support they need to be successful",dc/topic/sdg_2.3
"by 2030, help the poor and vulnerable become more resistant to climate change and other shocks and disasters",dc/topic/sdg_1.5
"by 2030, improve the ability of all countries to plan and manage human settlements in a participatory, integrated, and sustainable way",dc/topic/sdg_11.3
"by 2030, improve the infrastructure and technology for supplying modern and sustainable energy services to everyone in developing countries",dc/topic/sdg_7.b
"by 2030, improve the infrastructure and technology that provides modern and sustainable energy to everyone in developing countries",dc/topic/sdg_7.b
"by 2030, improve the infrastructure and technology used to provide energy services in developing countries, especially the least developed countries, small island developing states, and landlocked developing countries",dc/topic/sdg_7.b
"by 2030, improve the quality of life in slums",dc/topic/sdg_11.1
"by 2030, improve the quality of teacher training in developing countries, especially least developed countries and small island developing states",dc/topic/sdg_4.c
"by 2030, improve the quality of water globally by reducing pollution, eliminating dumping, minimizing the release of hazardous chemicals and materials, halving the proportion of untreated wastewater, and substantially increasing recycling and safe reuse",dc/topic/sdg_6.3
"by 2030, improve the way we measure progress towards sustainable development by building on existing initiatives and supporting statistical capacity-building in developing countries",dc/topic/sdg_17.19
"by 2030, increase international cooperation and support for developing countries in water and sanitation projects, such as water harvesting, desalination, water efficiency, wastewater treatment, recycling, and reuse technologies",dc/topic/sdg_6.a
"by 2030, increase the economic benefits that small island developing states and least developed countries get from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way",dc/topic/sdg_14.7
"by 2030, increase the number of qualified teachers in developing countries, especially least developed countries and small island developing states",dc/topic/sdg_4.c
"by 2030, increase the productivity and incomes of small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, by providing them with secure and equal access to land, other productive resources and inputs, knowledge, financial services, markets and opportunities for value addition and non-farm employment",dc/topic/sdg_2.3
"by 2030, make infrastructure and industries sustainable by using fewer resources and adopting clean technologies",dc/topic/sdg_9.4
"by 2030, make infrastructure and industries sustainable by using resources more efficiently and adopting clean and environmentally friendly technologies all countries should do what they can to achieve this",dc/topic/sdg_9.4
"by 2030, make infrastructure and industries sustainable by using resources more efficiently and adopting clean and environmentally sound technologies",dc/topic/sdg_9.4
"by 2030, make infrastructure and industries sustainable by using resources more efficiently and adopting environmentally sound technologies",dc/topic/sdg_9.4
"by 2030, make it cheaper for people to send money home from other countries",dc/topic/sdg_10.c
"by 2030, make it easier for teachers to get the training they need in developing countries, especially least developed countries and small island developing states",dc/topic/sdg_4.c
"by 2030, make it harder for climate change and other shocks and disasters to hurt the poor and vulnerable",dc/topic/sdg_1.5
"by 2030, make it possible for everyone to have legal identification, including birth registration",dc/topic/sdg_16.9
"by 2030, make sure everyone has a safe and affordable place to live",dc/topic/sdg_11.1
"by 2030, make sure everyone has access to safe, affordable housing and basic services",dc/topic/sdg_11.1
"by 2030, make sure everyone has access to sexual and reproductive health care, including family planning, information, and education reproductive health should also be integrated into national strategies and programs",dc/topic/sdg_3.7
"by 2030, make sure everyone has the same opportunities, regardless of their age, gender, disability, race, ethnicity, origin, religion, or economic status",dc/topic/sdg_10.2
"by 2030, make sure that all cities are inclusive, sustainable, and well-planned",dc/topic/sdg_11.3
"by 2030, make sure that all countries have the ability to plan and manage their human settlements in a way that is inclusive, sustainable, and participatory",dc/topic/sdg_11.3
"by 2030, make sure that all countries have the capacity to plan and manage human settlements in a participatory, integrated, and sustainable way",dc/topic/sdg_11.3
"by 2030, make sure that all levels of government are managing water resources in a way that is efficient and effective, and that takes into account the needs of all people, including through cooperation between different countries when necessary",dc/topic/sdg_6.5
"by 2030, make sure that all levels of government are managing water resources in a way that is fair and equitable, and that takes into account the needs of all people, including through cooperation between different countries when necessary",dc/topic/sdg_6.5
"by 2030, make sure that all levels of government are managing water resources in a way that is sustainable and takes into account the needs of all people, including through cooperation between different countries when necessary",dc/topic/sdg_6.5
"by 2030, make sure that all students are educated about sustainable development this includes learning about how to live a sustainable lifestyle, how to promote human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity",dc/topic/sdg_4.7
"by 2030, make sure that all students are taught how to promote sustainable development this includes learning about how to live a sustainable lifestyle, how to promote human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity",dc/topic/sdg_4.7
"by 2030, make sure that all students have the knowledge and skills they need to live sustainably this includes learning about how to live a sustainable lifestyle, how to promote human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity",dc/topic/sdg_4.7
"by 2030, make sure that all students learn how to promote sustainable development this includes learning about sustainable lifestyles, human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity",dc/topic/sdg_4.7
"by 2030, make sure that all young people and a significant number of adults, both men and women, are able to read, write, and do basic math",dc/topic/sdg_4.6
"by 2030, make sure that all young people and a significant number of adults, both men and women, are literate and numerate",dc/topic/sdg_4.6
"by 2030, make sure that everyone, regardless of gender, has equal access to economic resources, basic services, land, property, inheritance, natural resources, new technology, and financial services, including microfinance",dc/topic/sdg_1.4
"by 2030, make sure that fewer people die prematurely from non-communicable diseases, and that everyone has access to mental health and well-being services",dc/topic/sdg_3.4
"by 2030, make sure that more young people and adults are qualified for jobs, good jobs, and starting their own businesses",dc/topic/sdg_4.4
"by 2030, make sure that more young people and adults have the skills and training they need for employment, decent jobs, and entrepreneurship",dc/topic/sdg_4.4
"by 2030, make sure that more young people and adults have the skills they need for work, good jobs, and starting their own businesses",dc/topic/sdg_4.4
"by 2030, make sure that more young people and adults have the training they need for employment, decent jobs, and entrepreneurship",dc/topic/sdg_4.4
"by 2030, make sure that small island developing states and least developed countries benefit more from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way",dc/topic/sdg_14.7
"by 2030, make sure that small island developing states and least developed countries get more money from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way",dc/topic/sdg_14.7
"by 2030, make sure that there are enough qualified teachers in developing countries, especially least developed countries and small island developing states",dc/topic/sdg_4.c
"by 2030, make sure that water is not polluted by hazardous chemicals and materials",dc/topic/sdg_6.3
"by 2030, make sure that water is recycled and reused safely",dc/topic/sdg_6.3
"by 2030, make sure that women and men have equal opportunities to access affordable and quality technical, vocational, and tertiary education, including university",dc/topic/sdg_4.3
"by 2030, make sure that women and men have equal opportunities to pursue affordable and quality technical, vocational, and tertiary education, including university",dc/topic/sdg_4.3
"by 2030, make sure the poorest 40% of the population's income grows faster than the national average",dc/topic/sdg_10.1
"by 2030, make the poor and vulnerable less likely to be affected by climate change and other shocks and disasters",dc/topic/sdg_1.5
"by 2030, make the poor and vulnerable more able to cope with climate change and other shocks and disasters",dc/topic/sdg_1.5
"by 2030, manage water resources in a holistic way at all levels, including through cooperation between countries when necessary",dc/topic/sdg_6.5
"by 2030, provide developing countries with the resources they need to improve their water and sanitation systems",dc/topic/sdg_6.a
"by 2030, provide everyone with access to adequate housing and basic services",dc/topic/sdg_11.1
"by 2030, provide substantial coverage of the poor and the vulnerable through nationally appropriate social protection systems and measures",dc/topic/sdg_1.3
"by 2030, reduce the amount of pollution in water and the amount of wastewater that is not treated",dc/topic/sdg_6.3
"by 2030, reduce the number of people who die prematurely from non-communicable diseases by one-third, and improve mental health and well-being",dc/topic/sdg_3.4
"by 2030, support developing countries in building their statistical capacity",dc/topic/sdg_17.19
"by 2030, take steps to prevent and treat non-communicable diseases, and to improve mental health and well-being",dc/topic/sdg_3.4
"by 2030, the income of the poorest 40% of the population should grow at a faster rate than the national average",dc/topic/sdg_10.1
"by 2030, the income of the poorest 40% of the population should increase at a rate faster than the national average",dc/topic/sdg_10.1
"by 2030, the poorest 40% of the population should see their income grow at a faster rate than the national average",dc/topic/sdg_10.1
"by 2030, we must ensure that everyone, especially the poor and vulnerable, has equal rights to economic resources and access to basic services, land, property, inheritance, natural resources, new technology, and financial services, including microfinance",dc/topic/sdg_1.4
"by 2030, we must ensure that natural resources are used in a way that benefits all people",dc/topic/sdg_12.2
"by 2030, we must make sure that we are using natural resources in a way that does not harm the environment or future generations",dc/topic/sdg_12.2
"by 2030, we must manage natural resources in a sustainable way",dc/topic/sdg_12.2
"by 2030, we must use natural resources wisely and efficiently",dc/topic/sdg_12.2
"by 2030, we need to be more efficient with our water use, make sure that we don't take more water out of the ground than we can put back in, and help people who don't have enough water to survive",dc/topic/sdg_6.4
"by 2030, we need to find ways to use water more wisely, make sure that we don't use more than we can replace, and help people who don't have enough water",dc/topic/sdg_6.4
"by 2030, we need to make a big dent in the number of people who die or get sick from exposure to hazardous chemicals, air pollution, water pollution, and soil contamination",dc/topic/sdg_3.9
"by 2030, we need to make better use of water, use it more sustainably, and make sure that everyone has enough of it",dc/topic/sdg_6.4
"by 2030, we need to make sure that all girls and boys have access to quality early childhood development, care, and pre-primary education so that they are ready for primary school",dc/topic/sdg_4.2
"by 2030, we need to make sure that everyone has access to safe, affordable, and sustainable transportation this means improving road safety, expanding public transportation, and meeting the needs of people in vulnerable situations",dc/topic/sdg_11.2
"by 2030, we need to stop desertification, restore damaged land and soil, including land affected by desertification, drought and floods, and work towards a world with no net land degradation",dc/topic/sdg_15.3
"by 2030, we need to stop the flow of illegal money and weapons, get back stolen goods, and fight all kinds of organized crime",dc/topic/sdg_16.4
"by 2030, we need to use water more efficiently in all sectors, make sure that we only take out as much water as we can replenish, and reduce the number of people who don't have enough water to drink or grow their crops",dc/topic/sdg_6.4
"by 2030, work together to help developing countries improve their water and sanitation infrastructure",dc/topic/sdg_6.a
"call on the international community to provide aid and investment to countries with the greatest need, especially the least developed countries, african countries, small island developing states, and landlocked developing countries",dc/topic/sdg_10.b
cell phones,dc/topic/sdg_9.c.1
"champion the rule of law at the national and international levels, and make sure everyone has access to fair and impartial justice",dc/topic/sdg_16.3
children women men living below $1,dc/topic/sdg_1.2.2
children women men living below poverty,dc/topic/sdg_1.2.2
cities and communities that are environmentally friendly,dc/topic/sdg_11
cities and communities that are resource-efficient,dc/topic/sdg_11
cities and communities that are sustainable,dc/topic/sdg_11
cities and communities that can be maintained over time,dc/topic/sdg_11
clean and affordable power,dc/topic/sdg_7
clean energy,dc/topic/sdg_7
clean up the ocean by 2025,dc/topic/sdg_14.1
clean water and hygiene,dc/topic/sdg_6
clean water and sanitation,dc/topic/sdg_6
climate action,dc/topic/sdg_13
climate change,dc/topic/sdg_13
collaborating to accomplish the goal,dc/topic/sdg_17
"collect a lot of money from everywhere and at all levels to pay for sustainable forest management and give developing countries enough incentive to do the same, including for conservation and reforestation",dc/topic/sdg_15.b
combating climate change,dc/topic/sdg_13
conscious consumerism,dc/topic/sdg_12
conscious consumption,dc/topic/sdg_12
conserve mountain ecosystems and their biodiversity by 2030 so they can continue to provide essential benefits for sustainable development,dc/topic/sdg_15.4
consumption and production,dc/topic/sdg_12
coordinate policies to promote sustainable development,dc/topic/sdg_17.14
"correct and prevent trade restrictions and distortions in global agricultural markets, including by eliminating all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round",dc/topic/sdg_2.b
count of countries with systems to track and make public allocations for gender equality and women’s empowerment,dc/topic/sdg_5.c.1
"countries with a fully funded and implemented national statistical plan, by funding source",dc/topic/sdg_17.18.3
countries with mechanisms to enhance policy coherence for sustainable development,dc/topic/sdg_17.14.1
countries with mechanisms to improve policy coherence for sustainable development,dc/topic/sdg_17.14.1
countries with mechanisms to promote policy coherence for sustainable development,dc/topic/sdg_17.14.1
crack down on corruption and bribery,dc/topic/sdg_16.5
create a favorable environment for businesses to thrive,dc/topic/sdg_8.3
"create a robust infrastructure system that can withstand shocks and stresses, and that supports economic growth and human well-being",dc/topic/sdg_9.1
create and implement policies to support sustainable tourism that creates jobs and promotes local culture and products by the year 2030,dc/topic/sdg_8.9
create and put into effect systems to encourage investment in least developed countries,dc/topic/sdg_17.5
create and strengthen policies that support gender equality and women's empowerment,dc/topic/sdg_5.c
"create educational environments that are welcoming and supportive for all students, regardless of their background or abilities",dc/topic/sdg_4.a
"create effective, accountable, and transparent institutions at all levels",dc/topic/sdg_16.6
"create jobs that are good for everyone, regardless of gender, age, or disability, by 2030",dc/topic/sdg_8.5
"create sound policy frameworks that promote poverty reduction initiatives at the national, regional, and international levels",dc/topic/sdg_1.b
create sound policy frameworks that promote pro-poor and gender-sensitive development strategies,dc/topic/sdg_1.b
"create tools to measure the effects of sustainable tourism on development, jobs, and local culture and products",dc/topic/sdg_12.b
"curb the effects of ocean acidification, including by increasing scientific cooperation at all levels",dc/topic/sdg_14.3
cut down on all types of violence and the number of deaths caused by them everywhere,dc/topic/sdg_16.1
"cut down on waste by preventing, reducing, recycling, and reusing it",dc/topic/sdg_12.5
"cut food waste in half by 2030, both at the consumer and retail levels",dc/topic/sdg_12.3
cut poverty in the united states in half by 2030,dc/topic/sdg_1.2
"cut the global maternal mortality ratio to less than 70 per 100,000 live births by 2030",dc/topic/sdg_3.1
cut the number of global deaths and injuries from road traffic accidents in half by 2020,dc/topic/sdg_3.6
damage to essential services and infrastructure caused by disasters,dc/topic/sdg_11.5.3
decouple economic growth from environmental degradation,dc/topic/sdg_8.4
decrease the economic losses caused by disasters by 2030,dc/topic/sdg_11.5
decrease the number of global deaths and injuries from road traffic accidents by 50% by 2020,dc/topic/sdg_3.6
"decrease the number of women who die from pregnancy-related causes to less than 70 per 100,000 live births by 2030",dc/topic/sdg_3.1
degraded land use,dc/topic/sdg_15.3.1
develop and enact policies to encourage sustainable tourism that creates jobs and promotes local culture and products by 2030,dc/topic/sdg_8.9
develop and put into effect plans to attract investment to least developed countries,dc/topic/sdg_17.5
"develop infrastructure that is resilient to shocks and stresses, and that supports economic growth and human well-being",dc/topic/sdg_9.1
"develop methods to assess the impact of sustainable tourism on development, jobs, and local culture and products",dc/topic/sdg_12.b
"develop social protection systems for everyone, including a minimum income, and by 2030 make sure that most of the poor and vulnerable are covered",dc/topic/sdg_1.3
developed countries should contribute $100 billion annually by 2020 to help developing countries address climate change,dc/topic/sdg_13.a
"developed countries should fully implement their official development assistance commitments, including the commitment by many developed countries to achieve the target of 07 per cent of gross national income for official development assistance (oda/gni) to developing countries and 015 to 020 per cent of oda/gni to least developed countries",dc/topic/sdg_17.2
developed countries should fully operationalize the green climate fund as soon as possible,dc/topic/sdg_13.a
developed countries should help developing countries address climate change by mobilizing $100 billion annually by 2020,dc/topic/sdg_13.a
"developed countries should meet their commitments to provide official development assistance (oda) to developing countries, including the target of 07 per cent of gross national income (gni)",dc/topic/sdg_17.2
developed countries should mobilize $100 billion annually by 2020 to help developing countries address climate change,dc/topic/sdg_13.a
"developed countries should take the lead in implementing the 10-year framework of programmes on sustainable consumption and production patterns, while all countries should take action, taking into account the development and capabilities of developing countries",dc/topic/sdg_12.1
developmentally off track,dc/topic/sdg_4.2.1
developmentally off track health and learning,dc/topic/sdg_4.2.1
developmentally off track health and organized learning,dc/topic/sdg_4.2.1
developmentally on track,dc/topic/sdg_4.2.1
developmentally on track health and learning,dc/topic/sdg_4.2.1
developmentally on track health and organized learning,dc/topic/sdg_4.2.1
"disaggregated parity indices for all education indicators on this list, for female/male, rural/urban, bottom/top wealth quintile, and other groups such as people with disabilities, indigenous peoples, and conflict-affected populations, as data become available",dc/topic/sdg_4.5.1
"distribution of schools offering basic services, by type of service",dc/topic/sdg_4.a.1
