dcid,sentence
dc/topic/sdg_10.7,"make it easier for people to move around in a safe and orderly way, including by implementing well-planned and managed migration policies;help people to migrate in a safe, regular, and responsible manner, including by implementing planned and well-managed migration policies;support the orderly, safe, regular, and responsible movement of people, including through the implementation of planned and well-managed migration policies;make it possible for people to move around in a safe and orderly way, including by implementing well-planned and managed migration policies"
dc/topic/sdg_10.7.1,percentage of monthly income earned in the country of destination that an employee pays for recruitment costs;employee's share of recruitment costs as a percentage of monthly income in the country of destination;the proportion of monthly income earned in the country of destination that an employee pays for recruitment costs;the percentage of an employee's monthly income earned in the country of destination that goes towards recruitment costs
dc/topic/sdg_10.7.2,"how many countries have migration policies that promote orderly, safe, regular, and responsible migration and mobility of people?;how many countries have migration policies that support orderly, safe, regular, and responsible migration and mobility of people?;how many countries have migration policies that encourage orderly, safe, regular, and responsible migration and mobility of people?;how many countries have migration policies that enable orderly, safe, regular, and responsible migration and mobility of people?"
dc/topic/sdg_10.7.3,
dc/topic/sdg_10.7.4,share of refugees by country of origin;refugees by country of origin;refugees as a percentage of the population by country of origin;refugees as a proportion of the population by country of origin
dc/topic/sdg_10.a,"give developing countries, especially the least developed, special treatment in accordance with world trade organization agreements;provide developing countries, especially the least developed, with special benefits under world trade organization agreements;offer developing countries, especially the least developed, preferential treatment under world trade organization agreements;allow developing countries, especially the least developed, to have more flexibility in complying with world trade organization agreements"
dc/topic/sdg_10.a.1,the percentage of tariff lines that are applied to imports from least developed countries and developing countries with zero-tariff;the proportion of tariff lines that are applied to imports from least developed countries and developing countries with no tariffs;the percentage of tariff lines that are applied to imports from least developed countries and developing countries with duty-free access;the proportion of tariff lines that are applied to imports from least developed countries and developing countries with zero-duty access
dc/topic/sdg_10.b,"promote international aid and investment to countries with the greatest need, especially the least developed countries, african countries, small island developing states, and landlocked developing countries;encourage the flow of official development assistance and financial resources, including foreign direct investment, to countries with the greatest need, in particular least developed countries, african countries, small island developing states, and landlocked developing countries;support international efforts to provide aid and investment to countries with the greatest need, especially the least developed countries, african countries, small island developing states, and landlocked developing countries;call on the international community to provide aid and investment to countries with the greatest need, especially the least developed countries, african countries, small island developing states, and landlocked developing countries"
dc/topic/sdg_10.b.1,"amounts of money given to developing countries by donor countries, categorized by type of flow (eg official development assistance, foreign direct investment, and other flows);total amounts of money given to developing countries by donor countries, separated by type of flow (eg official development assistance, foreign direct investment, and other flows);amounts of money given to developing countries by donor countries, broken down by type of flow (eg official development assistance, foreign direct investment, and other flows);total amounts of money given to developing countries by donor countries, classified by type of flow (eg official development assistance, foreign direct investment, and other flows)"
dc/topic/sdg_10.c,"by 2030, make it cheaper for people to send money home from other countries;reduce the cost of sending money home from other countries to less than 3%;eliminate remittance corridors with costs higher than 5%;make sure that it doesn't cost more than 3% to send money home from other countries"
dc/topic/sdg_10.c.1,the percentage of the amount remitted that is paid in fees;the amount of money that is paid in fees for each dollar that is remitted;the cost of remitting money as a percentage of the amount remitted;the fees charged for remitting money as a percentage of the amount remitted
dc/topic/sdg_11,cities and communities that are sustainable;cities and communities that can be maintained over time;cities and communities that are environmentally friendly;cities and communities that are resource-efficient
dc/topic/sdg_11.1,"by 2030, make sure everyone has access to safe, affordable housing and basic services;by 2030, improve the quality of life in slums;by 2030, provide everyone with access to adequate housing and basic services;by 2030, make sure everyone has a safe and affordable place to live"
dc/topic/sdg_11.1.1,"percentage of people living in slums, informal settlements, or inadequate housing in urban areas;share of urban population living in slums, informal settlements, or inadequate housing;number of people living in slums, informal settlements, or inadequate housing in urban areas as a proportion of the total urban population;proportion of urban dwellers living in slums, informal settlements, or inadequate housing"
dc/topic/sdg_11.2,"by 2030, everyone should have access to safe, affordable, accessible, and sustainable transportation this includes improving road safety, especially by expanding public transportation, and paying special attention to the needs of those in vulnerable situations, such as women, children, people with disabilities, and older people;by 2030, everyone should be able to get around safely, affordably, and easily this means making sure that roads are safe, public transportation is available, and that the needs of people in vulnerable situations are met;by 2030, we need to make sure that everyone has access to safe, affordable, and sustainable transportation this means improving road safety, expanding public transportation, and meeting the needs of people in vulnerable situations;we need to make sure that everyone has access to safe, affordable, and sustainable transportation by 2030 this includes improving road safety, expanding public transportation, and meeting the needs of people in vulnerable situations"
dc/topic/sdg_11.2.1,"what percentage of the population has convenient access to public transportation, broken down by sex, age, and disability status?;what proportion of people have easy access to public transportation, by gender, age, and disability?;what is the percentage of the population that has easy access to public transportation, by sex, age, and disability?;what is the proportion of people who have convenient access to public transportation, by gender, age, and disability status?"
dc/topic/sdg_11.3,"by 2030, make sure that all countries have the ability to plan and manage their human settlements in a way that is inclusive, sustainable, and participatory;by 2030, improve the ability of all countries to plan and manage human settlements in a participatory, integrated, and sustainable way;by 2030, make sure that all countries have the capacity to plan and manage human settlements in a participatory, integrated, and sustainable way;by 2030, make sure that all cities are inclusive, sustainable, and well-planned"
dc/topic/sdg_11.3.1,rate at which land is being consumed compared to the rate at which the population is growing;the rate of land consumption relative to the rate of population growth;the amount of land being used up compared to the number of people increasing;the speed at which land is being taken over compared to the speed at which people are multiplying
dc/topic/sdg_11.3.2,percentage of cities in the united states with a direct participation structure of civil society in urban planning and management that operate regularly and democratically;share of cities in the us with a direct participation structure of civil society in urban planning and management that operate regularly and democratically;portion of cities in the us with a direct participation structure of civil society in urban planning and management that operate regularly and democratically;percent of cities in the us with a direct participation structure of civil society in urban planning and management that operate regularly and democratically
dc/topic/sdg_11.4,1 we need to do more to protect and preserve the world's cultural and natural heritage;we need to step up our efforts to protect the world's cultural and natural heritage;we need to take stronger measures to protect the world's cultural and natural heritage;we need to be more proactive in protecting the world's cultural and natural heritage
dc/topic/sdg_11.4.1,"how much money is spent per person on preserving, protecting, and conserving all cultural and natural heritage in the united states, by source of funding (public, private), type of heritage (cultural, natural), and level of government (national, regional, and local/municipal)?;what is the per capita expenditure on the preservation, protection, and conservation of all cultural and natural heritage in the united states, by source of funding (public, private), type of heritage (cultural, natural), and level of government (national, regional, and local/municipal)?;what is the average amount of money spent per person on preserving, protecting, and conserving all cultural and natural heritage in the united states, by source of funding (public, private), type of heritage (cultural, natural), and level of government (national, regional, and local/municipal)?;how much money is spent on preserving, protecting, and conserving all cultural and natural heritage in the united states, per person, by source of funding (public, private), type of heritage (cultural, natural), and level of government (national, regional, and local/municipal)?"
dc/topic/sdg_11.5,"reduce the number of deaths and people affected by disasters by 2030;decrease the economic losses caused by disasters by 2030;make sure that fewer people die and are affected by disasters by 2030;by 2030, cut the number of deaths and people affected by disasters, including water-related disasters, by a significant amount also, reduce the direct economic losses from disasters relative to global gdp by a significant amount focus on protecting the poor and people in vulnerable situations"
dc/topic/sdg_11.5.1,
dc/topic/sdg_11.5.2,
dc/topic/sdg_11.5.3,"(a) damage to critical infrastructure and (b) number of disruptions to basic services, attributed to disasters;damage to essential services and infrastructure caused by disasters;the number of times basic services and infrastructure have been disrupted by disasters;the number of times essential services and infrastructure have been damaged by disasters"
dc/topic/sdg_11.6,make cities more environmentally friendly by 2030;reduce the negative impact of cities on the environment by 2030;improve air quality and waste management in cities by 2030;reduce the amount of pollution produced by cities by 2030
dc/topic/sdg_11.6.1,"percentage of municipal solid waste collected and managed in controlled facilities, by city;share of municipal solid waste collected and managed in controlled facilities, by city;proportion of municipal waste collected and managed in controlled facilities, by city, as a percentage;share of municipal waste collected and managed in controlled facilities, by city, as a percentage"
dc/topic/sdg_11.6.2,"the average amount of fine particulate matter (eg pm25 and pm10) in cities, weighted by population;the average level of fine particulate matter (eg pm25 and pm10) in cities, based on the number of people living there;the average concentration of fine particulate matter (eg pm25 and pm10) in cities, weighted by population;the average amount of fine particulate matter (eg pm25 and pm10) in cities, per person"
dc/topic/sdg_11.7,"by 2030, everyone should have access to safe, inclusive, and accessible green and public spaces, especially women, children, older people, and people with disabilities;by 2030, everyone should be able to use green and public spaces without fear of harm or discrimination;by 2030, green and public spaces should be designed to be safe, inclusive, and accessible for everyone;by 2030, green and public spaces should be available to everyone, regardless of their gender, age, or disability"
dc/topic/sdg_11.7.1,"what percentage of a city's built-up area is open space for public use, by sex, age, and disability status?;what proportion of a city's land is dedicated to public use, such as parks, playgrounds, and green spaces?;what percentage of a city's land is accessible to all people, regardless of sex, age, or disability?;what proportion of a city's land is available for public use, including people with disabilities?"
dc/topic/sdg_11.7.2,"what percentage of people were sexually or physically harassed in the past 12 months, by sex, age, disability status, and place of occurrence;what percentage of people were sexually or physically harassed in the past 12 months, by gender, age, disability status, and place of occurrence;what percentage of people were sexually or physically harassed in the past 12 months, by sex, age, disability status, and location of occurrence;what percentage of people were sexually or physically harassed in the past 12 months, by gender, age, disability status, and location of occurrence"
dc/topic/sdg_11.a,"promote the connection between urban, peri-urban, and rural areas in order to improve the economy, society, and environment;strengthen national and regional development planning to create positive economic, social, and environmental links between urban, peri-urban, and rural areas;enhance the connection between urban, peri-urban, and rural areas by strengthening national and regional development planning;build stronger connections between urban, peri-urban, and rural areas by improving national and regional development planning"
dc/topic/sdg_11.a.1,"how many countries have national urban policies or regional development plans that address population dynamics, ensure balanced territorial development, and increase local fiscal space?;(b) ensure balanced territorial development;and (c) increase local fiscal space?;how many countries have national urban policies or regional development plans that respond to population changes, ensure balanced development across the country, and increase the amount of money that local governments have to spend?"
dc/topic/sdg_11.b,"by 2020, make sure that more cities and human settlements are adopting and implementing integrated policies and plans that focus on inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and holistic disaster risk management at all levels;by 2020, make sure that more cities and human settlements are taking steps to become more sustainable and resilient to climate change and other disasters;by 2020, make sure that more cities and human settlements are working together to reduce their risk of disaster and improve their ability to recover from disasters;by 2020, make sure that more cities and human settlements are working to implement the sendai framework for disaster risk reduction 2015-2030"
dc/topic/sdg_11.b.1,
dc/topic/sdg_11.b.2,
dc/topic/sdg_11.c,help least developed countries build sustainable and resilient buildings using local materials;provide financial and technical assistance to least developed countries to build sustainable and resilient buildings using local materials;offer support to least developed countries in building sustainable and resilient buildings using local materials;give least developed countries the resources they need to build sustainable and resilient buildings using local materials
dc/topic/sdg_12,conscious consumerism;ethical consumption;conscious consumption;ethical consumerism
dc/topic/sdg_12.1,"all countries should take action to implement the 10-year framework of programmes on sustainable consumption and production patterns, with developed countries taking the lead and taking into account the development and capabilities of developing countries;developed countries should take the lead in implementing the 10-year framework of programmes on sustainable consumption and production patterns, while all countries should take action, taking into account the development and capabilities of developing countries;the 10-year framework of programmes on sustainable consumption and production patterns should be implemented by all countries, with developed countries taking the lead and taking into account the development and capabilities of developing countries;the 10-year framework of programmes on sustainable consumption and production patterns should be implemented by all countries, taking into account the development and capabilities of developing countries, with developed countries taking the lead"
dc/topic/sdg_12.1.1,"how many countries are developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production;how many countries are working to support the shift to sustainable consumption and production through policy instruments;how many countries are developing, adopting or implementing policies to support the shift to sustainable consumption and production;how many countries are using policy instruments to support the shift to sustainable consumption and production"
dc/topic/sdg_12.2,"by 2030, we must make sure that we are using natural resources in a way that does not harm the environment or future generations;by 2030, we must use natural resources wisely and efficiently;by 2030, we must manage natural resources in a sustainable way;by 2030, we must ensure that natural resources are used in a way that benefits all people"
dc/topic/sdg_12.2.1,
dc/topic/sdg_12.2.2,
dc/topic/sdg_12.3,"reduce the amount of food that is wasted by consumers and retailers by half by 2030;cut food waste in half by 2030, both at the consumer and retail levels;halve the amount of food that is lost or wasted along the entire food supply chain, from production to consumption, by 2030;reduce food losses, including post-harvest losses, by 50% by 2030"
dc/topic/sdg_12.3.1,(a) the amount of food that is lost or wasted in the united states;(b) the percentage of food that is lost or wasted in the united states;(c) the rate of food loss or waste in the united states;(d) the scale of food loss or waste in the united states
dc/topic/sdg_12.4,"by 2020, we must manage chemicals and wastes in a way that protects the environment and human health;we must reduce the release of chemicals and wastes into the air, water, and soil;we must make sure that chemicals and wastes are managed in a way that is safe for the environment and human health;we must work together to protect the environment and human health by managing chemicals and wastes in a safe and responsible way"
dc/topic/sdg_12.4.1,"how many countries have signed and ratified international multilateral environmental agreements on hazardous waste, and other chemicals, and are meeting their commitments and obligations in transmitting information as required by each relevant agreement?;how many countries are party to international multilateral environmental agreements on hazardous waste, and other chemicals, and are meeting their commitments and obligations in transmitting information as required by each relevant agreement?;how many countries are in compliance with international multilateral environmental agreements on hazardous waste, and other chemicals, and are meeting their commitments and obligations in transmitting information as required by each relevant agreement?;how many countries are meeting their obligations under international multilateral environmental agreements on hazardous waste, and other chemicals, and are transmitting information as required by each relevant agreement?"
dc/topic/sdg_12.4.2,"(a) the amount of hazardous waste produced by each person in the united states;(b) the percentage of hazardous waste that is treated, by type of treatment;(a) the amount of hazardous waste produced per person in the united states;(b) the percentage of hazardous waste that is treated, by type of treatment, in the united states"
dc/topic/sdg_12.5,"cut down on waste by preventing, reducing, recycling, and reusing it;drastically reduce the amount of waste we produce by preventing it from being created in the first place, reducing the amount of waste we do create, recycling what we can, and reusing what we can;make a significant effort to reduce the amount of waste we produce by preventing it from being created, reducing the amount of waste we do create, recycling what we can, and reusing what we can;make a big difference in the amount of waste we produce by preventing it from being created, reducing the amount of waste we do create, recycling what we can, and reusing what we can"
dc/topic/sdg_12.5.1,the amount of material recycled in the united states;the total amount of material recycled in the us;the tonnage of material recycled in the us;the total tonnage of material recycled in the united states
dc/topic/sdg_12.6,"promote sustainable practices among companies, especially large and transnational ones;urge companies, especially large and transnational ones, to adopt sustainability into their practices and reporting cycles;encourage companies to adopt sustainable practices and integrate sustainability information into their reporting cycles, especially large and transnational ones;advocate for sustainable practices among companies, especially large and transnational ones, and for the integration of sustainability information into their reporting cycles"
dc/topic/sdg_12.6.1,how many companies publish sustainability reports?;how many companies release sustainability reports?;how many companies produce sustainability reports?;how many companies issue sustainability reports?
dc/topic/sdg_12.7,"make sure public procurement practices are sustainable, according to national policies and priorities;ensure sustainable public procurement practices, in line with national policies and priorities;promote sustainable public procurement practices, in accordance with national policies and priorities;encourage sustainable public procurement practices, in line with national policies and priorities"
dc/topic/sdg_12.7.1,the level of implementation of sustainable public procurement policies and action plans;the extent to which sustainable public procurement policies and action plans are being implemented;the degree to which sustainable public procurement policies and action plans are being put into effect;the level of progress in implementing sustainable public procurement policies and action plans
dc/topic/sdg_12.8,make sure that everyone has the information and knowledge they need to live sustainably and in harmony with nature by 2030;ensure that everyone is aware of the importance of sustainable development and living in harmony with nature by 2030;provide everyone with the information and resources they need to make sustainable choices by 2030;raise awareness of the importance of sustainable development and living in harmony with nature by 2030
dc/topic/sdg_12.8.1,
dc/topic/sdg_12.a,help developing countries improve their scientific and technological capabilities so they can produce and consume more sustainably;aid developing countries in developing their scientific and technological know-how so they can adopt more sustainable practices;provide developing countries with the resources they need to boost their scientific and technological prowess so they can live more sustainably;assist developing countries in building up their scientific and technological infrastructure so they can move towards more sustainable lifestyles
dc/topic/sdg_12.a.1,
dc/topic/sdg_12.b,"create tools to measure the effects of sustainable tourism on development, jobs, and local culture and products;set up systems to track the impact of sustainable tourism on development, jobs, and local culture and products;establish ways to monitor the impact of sustainable tourism on development, jobs, and local culture and products;develop methods to assess the impact of sustainable tourism on development, jobs, and local culture and products"
dc/topic/sdg_12.b.1,use standard accounting tools to track the economic and environmental impact of tourism;use standard accounting tools to measure the sustainability of tourism;use standard accounting tools to monitor the economic and environmental performance of tourism;use standard accounting tools to track the economic and environmental costs and benefits of tourism
dc/topic/sdg_12.c,"reduce wasteful fossil fuel subsidies that distort the market, taking into account the specific needs of developing countries and protecting the poor and affected communities;eliminate inefficient fossil fuel subsidies that encourage wasteful consumption and distort the market, taking into account the specific needs of developing countries and protecting the poor and affected communities;reform fossil fuel subsidies that encourage wasteful consumption and distort the market, taking into account the specific needs of developing countries and protecting the poor and affected communities;make fossil fuel subsidies more efficient and less wasteful, taking into account the specific needs of developing countries and protecting the poor and affected communities"
dc/topic/sdg_12.c.1,fossil fuel subsidies per unit of gdp;fossil fuel production and consumption subsidies per unit of gdp;fossil fuel subsidies per unit of economic output;fossil fuel subsidies per unit of gross domestic product
dc/topic/sdg_13,taking action on climate change;fighting climate change;tackling climate change;combating climate change
dc/topic/sdg_13.1,increase the ability of all countries to withstand and recover from climate-related hazards and natural disasters;make all countries more resistant to the effects of climate change and natural disasters;help all countries become more resilient to climate-related hazards and natural disasters;build the capacity of all countries to cope with climate-related hazards and natural disasters
dc/topic/sdg_13.1.1,
dc/topic/sdg_13.1.2,
dc/topic/sdg_13.1.3,
dc/topic/sdg_13.2,"include climate change measures in national policies, strategies, and planning;make climate change measures a part of national policies, strategies, and planning;incorporate climate change measures into national policies, strategies, and planning;mainstream climate change measures into national policies, strategies, and planning"
dc/topic/sdg_13.2.1,"how many countries have submitted nationally determined contributions, long-term strategies, national adaptation plans, and adaptation communications to the secretariat of the united nations framework convention on climate change?;what is the number of countries that have submitted nationally determined contributions, long-term strategies, national adaptation plans, and adaptation communications to the secretariat of the united nations framework convention on climate change?;how many countries have reported to the secretariat of the united nations framework convention on climate change that they have submitted nationally determined contributions, long-term strategies, national adaptation plans, and adaptation communications?;what is the number of countries that have reported to the secretariat of the united nations framework convention on climate change that they have submitted nationally determined contributions, long-term strategies, national adaptation plans, and adaptation communications?"
dc/topic/sdg_13.2.2,annual greenhouse gas emissions;the total amount of greenhouse gases emitted each year;the yearly output of greenhouse gases;the annual release of greenhouse gases into the atmosphere
dc/topic/sdg_13.3,"enhance education, awareness, and human and institutional capacity on climate change mitigation, adaptation, impact reduction, and early warning;increase knowledge, understanding, and ability to respond to climate change;raise awareness of the risks and impacts of climate change and the importance of taking action to address it;make climate change education and awareness better"
dc/topic/sdg_13.3.1,
dc/topic/sdg_13.a,developed countries should contribute $100 billion annually by 2020 to help developing countries address climate change;developed countries should fully operationalize the green climate fund as soon as possible;developed countries should mobilize $100 billion annually by 2020 to help developing countries address climate change;developed countries should help developing countries address climate change by mobilizing $100 billion annually by 2020
dc/topic/sdg_13.a.1,the amount of money that has been provided and mobilized in us dollars each year in relation to the continued existing collective mobilization goal of the $100 billion commitment through to 2025;the amount of money that has been raised and spent in us dollars each year in relation to the continued existing collective mobilization goal of the $100 billion commitment through to 2025;the amount of money that has been contributed and used in us dollars each year in relation to the continued existing collective mobilization goal of the $100 billion commitment through to 2025;the amount of money that has been raised and put to use in us dollars each year in relation to the continued existing collective mobilization goal of the $100 billion commitment through to 2025
dc/topic/sdg_13.b,"help least developed countries and small island developing states develop the ability to plan and manage climate change effectively, especially by focusing on women, youth, and local and marginalized communities;support least developed countries and small island developing states in building their capacity to effectively plan and manage climate change, with a particular focus on women, youth, and local and marginalized communities;enable least developed countries and small island developing states to develop the skills and resources they need to effectively plan and manage climate change, especially for women, youth, and local and marginalized communities;empower least developed countries and small island developing states to take charge of their own climate change response, with a particular focus on women, youth, and local and marginalized communities"
dc/topic/sdg_13.b.1,"how many least developed countries and small island developing states have nationally determined contributions, long-term strategies, national adaptation plans and adaptation communications, as reported to the secretariat of the united nations framework convention on climate change?;how many least developed countries and small island developing states have reported nationally determined contributions, long-term strategies, national adaptation plans and adaptation communications to the secretariat of the united nations framework convention on climate change?;what is the number of least developed countries and small island developing states that have reported nationally determined contributions, long-term strategies, national adaptation plans and adaptation communications to the secretariat of the united nations framework convention on climate change?;how many least developed countries and small island developing states have submitted nationally determined contributions, long-term strategies, national adaptation plans and adaptation communications to the secretariat of the united nations framework convention on climate change?"
dc/topic/sdg_14,the aquatic world;the sea life;the underwater world;the underwater world
dc/topic/sdg_14.1,"clean up the ocean by 2025;reduce marine pollution, especially from land-based sources, by 2025;get rid of trash and other pollutants in the ocean by 2025;make the ocean cleaner by 2025"
dc/topic/sdg_14.1.1,(a) level of coastal eutrophication;(b) amount of plastic debris in the coastal environment;(c) concentration of plastic debris in the coastal environment;(d) extent of plastic debris in the coastal environment
dc/topic/sdg_14.2,"by 2020, we need to take care of our oceans and coasts so they can stay healthy and productive;we need to protect our oceans and coasts from harm, and make sure they're strong enough to withstand challenges;we need to take action to restore our oceans and coasts, so they can be as healthy and productive as possible;we need to manage our oceans and coasts sustainably, so they can continue to provide us with the resources we need"
dc/topic/sdg_14.2.1,the number of countries that use ecosystem-based approaches to managing marine areas;the number of countries that use ecosystem-based management for marine areas;the number of countries that use ecosystem-based approaches in marine management;the number of countries that use ecosystem-based management in marine areas
dc/topic/sdg_14.3,"reduce the effects of ocean acidification, including by increasing scientific collaboration at all levels;lessen the consequences of ocean acidification, including by strengthening scientific cooperation at all levels;mitigate the impacts of ocean acidification, including by enhancing scientific cooperation at all levels;curb the effects of ocean acidification, including by increasing scientific cooperation at all levels"
dc/topic/sdg_14.3.1,the average ph of the ocean at agreed-upon sampling stations;the average ph of the ocean at a set of agreed-upon sampling stations;the average ph of the ocean at a group of agreed-upon sampling stations;the average ph of the ocean at a network of agreed-upon sampling stations
dc/topic/sdg_14.4,"by 2020, we need to regulate fishing and stop overfishing, illegal, unreported and unregulated fishing, and destructive fishing practices we also need to implement science-based management plans to restore fish stocks as quickly as possible, at least to levels that can produce maximum sustainable yield;we need to take action to protect fish stocks by regulating fishing, ending overfishing, and implementing science-based management plans;we need to restore fish stocks to healthy levels by taking action to protect them from overfishing, illegal fishing, and other destructive practices;we need to manage fish stocks sustainably by regulating fishing and implementing science-based management plans"
dc/topic/sdg_14.4.1,what percentage of fish stocks are at sustainable levels?;what proportion of fish stocks are not overfished?;what percentage of fish stocks are not being depleted?;what proportion of fish stocks are being managed sustainably?
dc/topic/sdg_14.5,"by 2020, at least 10% of coastal and marine areas should be protected, according to national and international law and the best available scientific evidence;by 2020, 10% of coastal and marine areas should be conserved, in accordance with national and international law and the best available scientific information;by 2020, at least 10% of coastal and marine areas should be preserved, in line with national and international law and the best available scientific evidence;by 2020, 10% of coastal and marine areas should be maintained, in accordance with national and international law and the best available scientific information"
dc/topic/sdg_14.5.1,the percentage of marine areas that are protected;the amount of marine area that is under protection;the proportion of marine area that is designated as protected;the extent of marine area that is safeguarded
dc/topic/sdg_14.6,"by 2020, we should stop giving money to fishermen who catch too many fish, stop giving money to fishermen who catch fish illegally, and stop giving money to fishermen who catch fish that aren't on the endangered species list we should also make sure that developing countries have a fair chance to compete in the fishing industry;we need to stop giving money to fishermen who are overfishing the oceans we also need to stop giving money to fishermen who are catching fish illegally and we need to stop giving money to fishermen who are catching fish that are endangered we should also make sure that developing countries have a fair chance to compete in the fishing industry;we need to stop subsidizing overfishing we also need to stop subsidizing illegal fishing and we need to stop subsidizing the fishing of endangered species we should also make sure that developing countries have a fair chance to compete in the fishing industry;we need to stop giving money to fishermen who are catching too many fish we also need to stop giving money to fishermen who are catching fish illegally and we need to stop giving money to fishermen who are catching fish that aren't on the endangered species list we should also make sure that developing countries have a fair chance to compete in the fishing industry"
dc/topic/sdg_14.6.1,"the level of implementation of international instruments aimed at combating illegal, unreported, and unregulated fishing;the extent to which international instruments aimed at combating illegal, unreported, and unregulated fishing are being implemented;the degree to which countries are complying with international instruments aimed at combating illegal, unreported, and unregulated fishing;the level of compliance with international instruments aimed at combating illegal, unreported, and unregulated fishing"
dc/topic/sdg_14.7,"by 2030, help small island developing states and least developed countries make more money from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way;by 2030, make sure that small island developing states and least developed countries benefit more from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way;by 2030, increase the economic benefits that small island developing states and least developed countries get from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way;by 2030, make sure that small island developing states and least developed countries get more money from the ocean in a sustainable way, including by managing fisheries, aquaculture, and tourism in a sustainable way"
dc/topic/sdg_14.7.1,"the proportion of gdp from sustainable fisheries in small island developing states, least developed countries, and all countries;the percentage of gdp from sustainable fisheries in small island developing states, least developed countries, and all countries;the share of gdp from sustainable fisheries in small island developing states, least developed countries, and all countries;the contribution of sustainable fisheries to gdp in small island developing states, least developed countries, and all countries"
dc/topic/sdg_14.a,"we need to increase scientific knowledge about the ocean, develop research capacity, and transfer marine technology to developing countries, especially small island developing states and least developed countries this will help to improve ocean health and enhance the contribution of marine biodiversity to development;we need to learn more about the ocean, develop the ability to do research on it, and share that knowledge with developing countries this will help to protect the ocean and make it more useful for people;we need to invest in ocean science, research, and technology transfer to developing countries this will help to protect the ocean and make it more useful for people;we need to work together to improve ocean health and enhance the contribution of marine biodiversity to development this includes increasing scientific knowledge, developing research capacity, and transferring marine technology to developing countries"
dc/topic/sdg_14.a.1,"the percentage of the total research budget that is allocated to marine technology research;the amount of money that is spent on marine technology research, relative to the total amount of money that is spent on research;the share of the total research budget that is dedicated to marine technology research;the portion of the total research budget that is used for marine technology research"
dc/topic/sdg_14.b,give small-scale artisanal fishers access to marine resources and markets;open up marine resources and markets to small-scale artisanal fishers;make marine resources and markets available to small-scale artisanal fishers;allow small-scale artisanal fishers to access marine resources and markets
dc/topic/sdg_14.b.1,how well does the united states enforce laws and regulations that protect the rights of small-scale fishers?;what is the level of institutional support for small-scale fisheries in the united states?;how well is the legal/regulatory/policy/institutional framework in place to recognize and protect access rights for small-scale fisheries?;to what extent is the legal/regulatory/policy/institutional framework in place to recognize and protect access rights for small-scale fisheries?
dc/topic/sdg_14.c,"protect and use the oceans and their resources in a sustainable way, according to international law, as reflected in the united nations convention on the law of the sea;keep the oceans and their resources healthy and safe for future generations, by following the rules set out in international law;protect the oceans and their resources by following international law, as set out in the united nations convention on the law of the sea;take care of the oceans and their resources, in line with international law, as laid out in the united nations convention on the law of the sea"
dc/topic/sdg_14.c.1,"how many countries are ratifying, accepting, and implementing ocean-related instruments that implement international law, as reflected in the united nations convention on the law of the sea, for the conservation and sustainable use of the oceans and their resources;how many countries are making progress in ratifying, accepting, and implementing ocean-related instruments that implement international law, as reflected in the united nations convention on the law of the sea, for the conservation and sustainable use of the oceans and their resources;how many countries are taking steps to ratify, accept, and implement ocean-related instruments that implement international law, as reflected in the united nations convention on the law of the sea, for the conservation and sustainable use of the oceans and their resources;how many countries are moving forward with ratifying, accepting, and implementing ocean-related instruments that implement international law, as reflected in the united nations convention on the law of the sea, for the conservation and sustainable use of the oceans and their resources"
dc/topic/sdg_15,terrestrial life;life on earth;life on the planet's surface;life on the ground
dc/topic/sdg_15.1,"by 2020, make sure that the services provided by terrestrial and inland freshwater ecosystems are protected, restored, and used in a sustainable way;by 2020, make sure that forests, wetlands, mountains, and drylands are conserved, restored, and used in a sustainable way, in line with obligations under international agreements;by 2020, make sure that the services provided by terrestrial and inland freshwater ecosystems are conserved, restored, and used in a sustainable way, in line with obligations under international agreements;by 2020, make sure that the obligations under international agreements are met in terms of the conservation, restoration, and sustainable use of terrestrial and inland freshwater ecosystems and their services"
dc/topic/sdg_15.1.1,the percentage of land in the united states that is covered by forests;the amount of forest land in the united states as a share of the total land area;the proportion of the united states that is covered by forests;the percentage of the total land area of the united states that is forested
dc/topic/sdg_15.1.2,"the proportion of important terrestrial and freshwater biodiversity sites covered by protected areas, by ecosystem type;the percentage of important terrestrial and freshwater biodiversity sites covered by protected areas, by ecosystem type;the number of important terrestrial and freshwater biodiversity sites covered by protected areas, by ecosystem type;the amount of important terrestrial and freshwater biodiversity sites covered by protected areas, by ecosystem type"
